"","X.2","X.1","X","RT","RT_bl","RT_tot","acc_bl","acc_tot","background","bidi","block_cnt","block_type","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","count_block_loop","count_block_seq","count_block_settings","count_check_session","count_drift_correct","count_exp_settings","count_experiment","count_feedback","count_instructions","count_log_variables","count_logger","count_new_pygaze_drift_correct","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_pygaze","count_start_recording","count_stop_recording","count_test_location","count_trial","count_trial_loop","count_trial_seq","d_eye","datetime","description","disable_garbage_collection","dist_color","dist_high","dist_loc","dist_shape","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","high_loc","high_prob_loc","keyboard_backend","live_row","live_row_block_loop","live_row_trial_loop","logfile","mouse_backend","nr_blinks","nr_trials","nr_trials_bl","opensesame_codename","opensesame_version","orient_list_trial","ping","ping_trigger","ping_type","practice","repeat_cycle","response","round_decimals","sampler_backend","session_nr","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_color","target_high","target_loc","target_shape","time_block_loop","time_block_seq","time_block_settings","time_check_session","time_drift_correct","time_exp_settings","time_experiment","time_feedback","time_instructions","time_log_variables","time_logger","time_new_pygaze_drift_correct","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_pygaze","time_start_recording","time_stop_recording","time_test_location","time_trial","time_trial_loop","time_trial_seq","title","total_blocks","trial_type","trials_in_block","trigger","uniform_coordinates","update_blinks","width","x","y","toward","containsNaN","rept","repd","prevtar","pd","nt","pd_c","nt_c","tar_dist","dist_dist","prevHP","eegTar","repteeg","tarcounter"
"1013",1069,1069,1069,646.4201,4798.4061,4798.4061,4,4,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",0,0,0,0,NA,0,0,0,0,0,4,4,NA,NA,NA,0,0,0,NA,4,0,4,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","7","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",4,0,4,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,5,5,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",0,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,59889.9913,62389.1888,NA,NA,NA,1660.2403,47191.5333,NA,NA,59890.0073,47692.6877,59889.9383,"New experiment",19,"dist_present",56,18,"yes","yes",1680,-45.5280255128207,-3.35601628205109,"more toward","False","NR","NR","lp","Right",NA,NA,NA,-2,-1,"2",5,"NR","in"
"1014",1070,1070,1070,720.9848,5519.3909,5519.3909,5,5,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,5,5,NA,NA,NA,0,0,0,NA,5,0,5,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","3","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",5,0,5,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,6,6,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,62419.6243,65108.9814,NA,NA,NA,1660.2403,47191.5333,NA,NA,62419.6412,47692.6877,62419.569,"New experiment",19,"dist_present",56,74,"yes","yes",1680,-20.5182755128207,1.63685871794889,"more toward","False","NR","NR","lp",NA,NA,NA,NA,0,3,"2",0,"NR","ex"
"1015",1071,1071,1071,1301.8498,6821.2407,6821.2407,6,6,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,6,6,NA,NA,NA,0,0,0,NA,6,0,6,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","0","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",6,0,6,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,7,7,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'hori', 'vert']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",5,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,65138.5112,68420.8253,NA,NA,NA,1660.2403,47191.5333,NA,NA,65138.5278,47692.6877,65138.4574,"New experiment",19,"dist_present",56,61,"yes","yes",1680,9.0075994871793,-9.75839128205113,"more away","False","NR","NR","hp",NA,"Right",NA,NA,1,-2,"2",6,"NR","in"
"1016",1072,1072,1072,1134.5651,7955.8058,7955.8058,7,7,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,7,7,NA,NA,NA,0,0,0,NA,7,0,7,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","4","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",7,0,7,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,8,8,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,68450.2567,71340.9398,NA,NA,NA,1660.2403,47191.5333,NA,NA,68450.2735,47692.6877,68450.2031,"New experiment",19,"dist_present",56,75,"yes","yes",1680,14.1565994871794,1.09898371794884,"more away","False","NR","NR","lp",NA,"Right",NA,"Right",0,2,"2",5,"NR","ex"
"1017",1073,1073,1073,680.828,8636.6338,8636.6338,8,8,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,8,8,NA,NA,NA,0,0,0,NA,8,0,8,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",8,0,8,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,9,9,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,71371.4424,74020.925,NA,NA,NA,1660.2403,47191.5333,NA,NA,71371.4639,47692.6877,71371.3885,"New experiment",19,"dist_absent",56,79,"yes","yes",1680,11.0423494871792,2.28735871794892,"more away","False","R","NR","hp",NA,"Right",NA,"Right",0,NA,"2",6,"NR","ex"
"1018",1074,1074,1074,842.599,9479.2328,9479.2328,9,9,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,9,9,NA,NA,NA,0,0,0,NA,9,0,9,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","3","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",9,0,9,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,10,10,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'hori', 'vert', 'vert', 'hori', 'vert']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",4,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,74050.4785,76956.8361,NA,NA,NA,1660.2403,47191.5333,NA,NA,74050.4949,47692.6877,74050.4248,"New experiment",19,"dist_present",56,54,"yes","yes",1680,20.7325994871793,-0.120266282051126,"more away","False","NR","NR","hp","Left",NA,NA,NA,2,3,"2",6,"R","in"
"1019",1075,1075,1075,705.3199,10184.5527,10184.5527,10,10,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,10,10,NA,NA,NA,0,0,0,NA,10,0,10,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","7","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",10,0,10,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,11,11,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'hori', 'vert']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,76983.8421,79524.9859,NA,NA,NA,1660.2403,47191.5333,NA,NA,76983.859,47692.6877,76983.7897,"New experiment",19,"dist_present",56,78,"yes","yes",1680,4.94859948717922,-14.6530162820511,"more away","False","NR","NR","lp",NA,NA,NA,NA,0,-1,"2",4,"NR","ex"
"1020",1076,1076,1076,535.2559,10719.8086,10719.8086,11,11,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,11,11,NA,NA,NA,0,0,0,NA,11,0,11,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","2","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",11,0,11,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,12,12,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'vert', 'vert', 'hori', 'vert', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,79554.3377,82220.8707,NA,NA,NA,1660.2403,47191.5333,NA,NA,79554.355,47692.6877,79554.2831,"New experiment",19,"dist_present",56,73,"yes","yes",1680,-0.974025512820766,3.6121087179489,"more toward","False","R","NR","hp",NA,NA,NA,NA,0,4,"2",6,"NR","ex"
"1021",1077,1077,1077,625.9661,11345.7747,11345.7747,12,12,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,12,12,NA,NA,NA,0,0,0,NA,12,0,12,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","2","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",12,0,12,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,13,13,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'vert', 'hori']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,82250.264,84716.9019,NA,NA,NA,1660.2403,47191.5333,NA,NA,82250.2803,47692.6877,82250.2107,"New experiment",19,"dist_present",56,43,"yes","yes",1680,-13.3042755128207,2.2646087179489,"more toward","False","NR","R","hp",NA,NA,NA,NA,3,4,"2",6,"R","in"
"1022",1078,1078,1078,650.0581,11995.8328,11995.8328,13,13,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,13,13,NA,NA,NA,0,0,0,NA,13,0,13,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","1","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",13,0,13,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,14,14,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",7,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,84746.3601,87204.9532,NA,NA,NA,1660.2403,47191.5333,NA,NA,84746.377,47692.6877,84746.3063,"New experiment",19,"dist_present",56,82,"yes","yes",1680,-16.7165255128206,-1.19076628205107,"more toward","False","NR","NR","lp",NA,NA,NA,NA,-1,-3,"2",3,"NR","in"
"1023",1079,1079,1079,1192.4537,13188.2865,13188.2865,14,14,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,14,14,NA,NA,NA,0,0,0,NA,14,0,14,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","4","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",14,0,14,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,15,15,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",0,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,87234.3263,90149.0815,NA,NA,NA,1660.2403,47191.5333,NA,NA,87234.343,47692.6877,87234.2728,"New experiment",19,"dist_present",56,15,"yes","yes",1680,6.55684948717933,4.31698371794886,"more away","False","NR","NR","lp",NA,NA,NA,NA,-2,2,"2",7,"NR","in"
"1024",1080,1080,1080,860.4454,14048.7319,14048.7319,14,14,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",0,0,0,0,NA,0,0,0,0,0,15,15,NA,NA,NA,0,0,0,NA,15,0,15,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","4","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",15,0,15,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,16,16,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,90178.4956,92804.7209,NA,NA,NA,1660.2403,47191.5333,NA,NA,90178.5121,47692.6877,90178.4418,"New experiment",19,"dist_present",56,45,"yes","yes",1680,NA,NA,"no hp","True","NR","R","lp",NA,"Left",NA,NA,3,2,"2",0,"NR","in"
"1025",1081,1081,1081,624.6952,14673.4271,14673.4271,15,15,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,16,16,NA,NA,NA,0,0,0,NA,16,0,16,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",16,0,16,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,17,17,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'hori']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,92833.9235,95396.7709,NA,NA,NA,1660.2403,47191.5333,NA,NA,92833.9402,47692.6877,92833.8703,"New experiment",19,"dist_absent",56,29,"yes","yes",1680,NA,NA,"no hp","True","NR","NR","lp",NA,"Left",NA,NA,-3,NA,"2",3,"NR","in"
"1026",1082,1082,1082,676.1922,15349.6193,15349.6193,16,16,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,17,17,NA,NA,NA,0,0,0,NA,17,0,17,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","0","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",17,0,17,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",0,18,18,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",1,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,95426.096,98036.9749,NA,NA,NA,1660.2403,47191.5333,NA,NA,95426.1124,47692.6877,95426.0427,"New experiment",19,"dist_present",56,21,"yes","yes",1680,26.3489744871793,-10.4323912820511,"more away","False","R","NR","lp",NA,"Left",NA,NA,-3,-2,"2",1,"NR","in"
"1027",1083,1083,1083,735.2144,16084.8337,16084.8337,17,17,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,18,18,NA,NA,NA,0,0,0,NA,18,0,18,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",18,0,18,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,19,19,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",0,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,98066.0906,100613.1857,NA,NA,NA,1660.2403,47191.5333,NA,NA,98066.1075,47692.6877,98066.0372,"New experiment",19,"dist_absent",56,19,"yes","no",1680,22.4073494871792,1.79648371794891,"more away","False","NR","NR","lp",NA,NA,NA,NA,-2,NA,"2",1,"R","in"
"1028",1084,1084,1084,974.7436,17059.5773,17059.5773,18,18,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,19,19,NA,NA,NA,0,0,0,NA,19,0,19,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","no","1","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",19,0,19,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,20,20,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'vert', 'vert', 'vert', 'hori', 'vert']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","yes",6,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,100642.6693,103669.2533,NA,NA,NA,1660.2403,47191.5333,NA,NA,100642.6861,47692.6877,100642.6161,"New experiment",19,"dist_present",56,72,"yes","yes",1680,55.8437244871793,-17.8031412820511,"more away","False","NR","NR","lp",NA,NA,NA,NA,0,-3,"2",0,"NR","ex"
"1029",1085,1085,1085,1324.5748,18384.1521,18384.1521,19,19,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,20,20,NA,NA,NA,0,0,0,NA,20,0,20,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","7","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",20,0,20,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,21,21,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'hori', 'vert']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",5,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,103698.4464,106996.8872,NA,NA,NA,1660.2403,47191.5333,NA,NA,103698.4631,47692.6877,103698.3933,"New experiment",19,"dist_present",56,68,"yes","yes",1680,48.8219744871791,-35.3251412820511,"more away","False","NR","NR","hp",NA,NA,NA,NA,1,-1,"2",6,"NR","in"
"1030",1086,1086,1086,1577.9102,19962.0623,19962.0623,20,20,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,21,21,NA,NA,NA,0,0,0,NA,21,0,21,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","yes","6","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",21,0,21,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,22,22,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'hori']","yes",106,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,107024.0629,110556.852,NA,NA,NA,1660.2403,47191.5333,NA,NA,107024.0798,47692.6877,107024.0091,"New experiment",19,"dist_present",56,47,"yes","yes",1680,NA,NA,"no hp","True","NR","NR","lp",NA,NA,NA,NA,3,0,"2",5,"NR","in"
"1031",1087,1087,1087,556.2518,20518.3141,20518.3141,20,20,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",0,0,0,0,NA,0,0,0,0,0,22,22,NA,NA,NA,0,0,0,NA,22,0,22,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",22,0,22,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,23,23,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'hori', 'vert', 'vert', 'hori', 'hori']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",3,"diamond",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,110585.9846,112989.1105,NA,NA,NA,1660.2403,47191.5333,NA,NA,110586.0014,47692.6877,110585.9318,"New experiment",19,"dist_absent",56,49,"yes","yes",1680,8.22497448717933,-24.637766282051,"more away","False","R","NR","lp",NA,"Left",NA,NA,3,NA,"2",3,"NR","in"
"1032",1088,1088,1088,1274.9115,21793.2256,21793.2256,21,21,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,23,23,NA,NA,NA,0,0,0,NA,23,0,23,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",23,0,23,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,24,24,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'vert', 'hori', 'hori', 'vert']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,113016.4944,116124.8551,NA,NA,NA,1660.2403,47191.5333,NA,NA,113016.5112,47692.6877,113016.4415,"New experiment",19,"dist_absent",56,79,"yes","yes",1680,1.35734948717919,-14.846516282051,"more away","False","NR","R","lp",NA,"Right",NA,"Right",0,NA,"2",3,"R","ex"
"1033",1089,1089,1089,1395.51,23188.7356,23188.7356,22,22,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,24,24,NA,NA,NA,0,0,0,NA,24,0,24,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","red","no","2","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",24,0,24,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,25,25,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","no",206,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",6,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,116154.1874,119652.8885,NA,NA,NA,1660.2403,47191.5333,NA,NA,116154.2038,47692.6877,116154.1341,"New experiment",19,"dist_present",56,73,"yes","yes",1680,2.83009948717929,-10.8242662820511,"more away","False","R","NR","hp",NA,NA,NA,NA,0,4,"2",6,"NR","ex"
"1034",1090,1090,1090,925.8019,24114.5375,24114.5375,23,23,"#000000","no",20,"bias","psycho","psycho","psycho",0,"uniform",1,0,0,0,NA,0,0,0,0,0,25,25,NA,NA,NA,0,0,0,NA,25,0,25,82.99359367,"12/14/20 14:01:29","The main experiment item","yes","green","yes","6","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,6,"psycho",25,0,25,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2_2.csv","psycho",1,26,26,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'vert']","yes",106,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",1,"circle",46555.7405,46606.2015,46606.2472,NA,46611.411,39647.4883,1659.3409,NA,39647.5154,119682.2153,122700.8941,NA,NA,NA,1660.2403,47191.5333,NA,NA,119682.2324,47692.6877,119682.1629,"New experiment",19,"dist_present",56,27,"yes","yes",1680,11.2619744871793,-10.2928912820511,"more away","False","NR","NR","hp",NA,NA,NA,NA,-3,0,"2",6,"R","in"
