"","X.2","X.1","X","RT","RT_bl","RT_tot","acc_bl","acc_tot","background","bidi","block_cnt","block_type","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","count_block_loop","count_block_seq","count_block_settings","count_check_session","count_drift_correct","count_exp_settings","count_experiment","count_feedback","count_instructions","count_log_variables","count_logger","count_new_pygaze_drift_correct","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_pygaze","count_start_recording","count_stop_recording","count_test_location","count_trial","count_trial_loop","count_trial_seq","d_eye","datetime","description","disable_garbage_collection","dist_color","dist_high","dist_loc","dist_shape","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","high_loc","high_prob_loc","keyboard_backend","live_row","live_row_block_loop","live_row_trial_loop","logfile","mouse_backend","nr_blinks","nr_trials","nr_trials_bl","opensesame_codename","opensesame_version","orient_list_trial","ping","ping_trigger","ping_type","practice","repeat_cycle","response","round_decimals","sampler_backend","session_nr","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_color","target_high","target_loc","target_shape","time_block_loop","time_block_seq","time_block_settings","time_check_session","time_drift_correct","time_exp_settings","time_experiment","time_feedback","time_instructions","time_log_variables","time_logger","time_new_pygaze_drift_correct","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_pygaze","time_start_recording","time_stop_recording","time_test_location","time_trial","time_trial_loop","time_trial_seq","title","total_blocks","trial_type","trials_in_block","trigger","uniform_coordinates","update_blinks","width","x","y","toward","containsNaN","rept","repd","prevtar","pd","nt","pd_c","nt_c","tar_dist","dist_dist","prevHP","eegTar","repteeg","tarcounter"
"1",57,57,57,1296.0883,1296.0883,80164.1238,1,39,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,56,56,NA,NA,NA,0,1,1,NA,56,1,56,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","3","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",0,1,0,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,57,1,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",2,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,433545.8966,436646.0795,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,433545.9143,433538.5439,433545.8446,"New experiment",19,"dist_present",56,34,"yes","yes",1680,-13.6089005128208,-5.10576628205108,"more toward","False","NR","NR","lp",NA,NA,NA,NA,-2,-3,"first",999,"NR","in"
"2",58,58,58,1856.5694,3152.6577,82020.6932,2,40,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,57,57,NA,NA,NA,0,1,1,NA,57,1,57,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","2","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",1,1,1,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,58,2,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'vert', 'hori', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",5,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,436676.5208,440406.139,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,436676.5371,433538.5439,436676.4695,"New experiment",19,"dist_present",56,63,"yes","yes",1680,-13.3404005128207,0.125858717948907,"more toward","False","NR","NR","lp",NA,NA,NA,NA,3,-2,"first",2,"NR","in"
"3",59,59,59,1327.7861,4480.4438,83348.4793,3,41,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,58,58,NA,NA,NA,0,1,1,NA,58,1,58,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","yes","0","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",2,1,2,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,59,3,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert', 'vert']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",5,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,440436.1895,443870.0612,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,440436.2062,433538.5439,440436.1365,"New experiment",19,"dist_present",56,61,"yes","yes",1680,-6.3046505128206,-6.5572662820511,"more toward","False","R","NR","lp",NA,"Right",NA,NA,3,0,"first",5,"NR","in"
"4",60,60,60,1247.3694,5727.8132,84595.8487,3,41,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,59,59,NA,NA,NA,0,1,1,NA,59,1,59,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",3,1,3,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,60,4,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,443900.1331,447062.1745,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,443900.15,433538.5439,443900.0793,"New experiment",19,"dist_present",56,48,"yes","yes",1680,-11.4732755128208,-4.26914128205117,"more toward","False","NR","NR","lp",NA,NA,NA,NA,-3,1,"first",5,"R","in"
"5",61,61,61,1166.9276,6894.7408,85762.7763,4,42,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,60,60,NA,NA,NA,0,1,1,NA,60,1,60,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",4,1,4,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,61,5,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'hori', 'hori', 'vert', 'vert']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",4,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,447092.3419,450326.4564,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,447092.358,433538.5439,447092.2884,"New experiment",19,"dist_absent",56,59,"yes","yes",1680,-4.35402551282062,-8.16676628205114,"more toward","False","NR","NR","lp",NA,NA,NA,NA,4,NA,"first",3,"NR","in"
"6",62,62,62,1027.4018,7922.1426,86790.1781,5,43,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,61,61,NA,NA,NA,0,1,1,NA,61,1,61,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","yes","0","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",5,1,5,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,62,6,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'hori', 'vert', 'vert', 'hori', 'vert']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",7,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,450355.9538,453405.8911,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,450355.9706,433538.5439,450355.9008,"New experiment",19,"dist_present",56,81,"yes","yes",1680,-11.8162755128207,11.1837337179489,"more away","False","NR","NR","lp",NA,"Right",NA,NA,1,0,"first",4,"NR","in"
"7",63,63,63,2000.3002,9922.4428,88790.4783,5,43,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,62,62,NA,NA,NA,0,1,1,NA,62,1,62,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","4","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",6,1,6,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,63,7,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'vert', 'hori']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",2,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,453435.6424,457518.4981,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,453435.6592,433538.5439,453435.5889,"New experiment",19,"dist_present",56,35,"yes","yes",1680,-8.99415051282074,-3.08851628205109,"more toward","False","NR","NR","lp",NA,"Left",NA,"Left",-2,4,"first",7,"NR","in"
"8",64,64,64,1418.1319,11340.5747,90208.6102,6,44,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,63,63,NA,NA,NA,0,1,1,NA,63,1,63,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",7,1,7,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,64,8,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'vert', 'vert', 'hori', 'hori', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","yes",0,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,457548.3907,460789.9987,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,457548.4073,433538.5439,457548.3383,"New experiment",19,"dist_absent",56,19,"yes","yes",1680,-27.5726505128208,-6.25901628205113,"more toward","False","NR","NR","lp",NA,NA,NA,NA,0,NA,"first",2,"NR","ex"
"9",65,65,65,1086.6565,12427.2312,91295.2667,7,45,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,64,64,NA,NA,NA,0,1,1,NA,64,1,64,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","yes","0","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",8,1,8,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,65,9,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'vert']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",4,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,460820.3237,463678.0791,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,460820.3405,433538.5439,460820.2703,"New experiment",19,"dist_present",56,51,"yes","yes",1680,-43.1459005128208,7.3873587179489,"more away","False","NR","NR","hp",NA,NA,NA,NA,4,0,"first",0,"NR","in"
"10",66,66,66,1280.911,13708.1422,92576.1777,8,46,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,65,65,NA,NA,NA,0,1,1,NA,65,1,65,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","1","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",9,1,9,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,66,10,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert', 'vert']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,463705.8265,466902.0947,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,463705.8432,433538.5439,463705.773,"New experiment",19,"dist_present",56,12,"yes","yes",1680,-2.20665051282059,10.0508587179489,"more away","False","NR","NR","lp","Left",NA,NA,NA,0,-1,"first",4,"NR","ex"
"11",67,67,67,988.0209,14696.1631,93564.1986,9,47,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,66,66,NA,NA,NA,0,1,1,NA,66,1,66,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",10,1,10,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,67,11,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert', 'hori']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,466932.0982,469733.9685,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,466932.115,433538.5439,466932.0451,"New experiment",19,"dist_absent",56,19,"yes","yes",1680,-15.2172755128207,-12.2585162820511,"more toward","False","R","NR","hp",NA,NA,NA,NA,0,NA,"first",0,"NR","ex"
"12",68,68,68,672.9149,15369.078,94237.1135,10,48,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,67,67,NA,NA,NA,0,1,1,NA,67,1,67,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","4","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",11,1,11,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,68,12,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'vert', 'vert', 'hori', 'hori', 'hori']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",2,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,469763.6379,472525.8804,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,469763.6545,433538.5439,469763.5824,"New experiment",19,"dist_present",56,35,"yes","yes",1680,-18.4482755128208,-12.3643912820511,"more toward","False","NR","NR","hp",NA,"Left",NA,"Left",-2,4,"first",0,"R","in"
"13",69,69,69,684.2296,16053.3076,94921.3431,10,48,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,68,68,NA,NA,NA,0,1,1,NA,68,1,68,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","3","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",12,1,12,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,69,13,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'hori', 'hori', 'vert', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",5,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,472555.6463,475238.1273,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,472555.6626,433538.5439,472555.5941,"New experiment",19,"dist_present",56,64,"yes","yes",1680,-15.9136505128207,-0.329016282051053,"more toward","False","NR","NR","lp",NA,NA,NA,NA,3,-3,"first",2,"NR","in"
"14",70,70,70,1544.9399,17598.2475,96466.283,10,48,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,69,69,NA,NA,NA,0,1,1,NA,69,1,69,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","2","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",13,1,13,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,70,14,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'vert']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,475267.8205,478542.0231,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,475267.8372,433538.5439,475267.7675,"New experiment",19,"dist_present",56,13,"yes","yes",1680,-8.07352551282074,2.47760871794886,"more toward","False","NR","NR","lp","Left",NA,"Left",NA,0,-2,"first",5,"NR","ex"
"15",71,71,71,857.5136,18455.7611,97323.7966,11,49,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,70,70,NA,NA,NA,0,1,1,NA,70,1,70,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","3","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",14,1,14,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,71,15,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",6,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,478571.9857,481293.9089,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,478572.0028,433538.5439,478571.9326,"New experiment",19,"dist_present",56,74,"yes","yes",1680,0.470349487179248,1.34698371794886,"more toward","False","NR","NR","hp",NA,NA,NA,NA,2,-3,"first",0,"NR","in"
"16",72,72,72,1427.6689,19883.43,98751.4655,12,50,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,71,71,NA,NA,NA,0,1,1,NA,71,1,71,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","5","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",15,1,15,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,72,16,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'vert', 'hori', 'hori', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",3,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,481323.5907,484638.2777,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,481323.6076,433538.5439,481323.5365,"New experiment",19,"dist_present",56,46,"yes","yes",1680,9.92072448717914,20.1956087179489,"more away","False","NR","NR","lp",NA,NA,NA,NA,-3,3,"first",6,"NR","in"
"17",73,73,73,852.0871,20735.5171,99603.5526,13,51,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,72,72,NA,NA,NA,0,1,1,NA,72,1,72,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","4","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",16,1,16,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,73,17,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'vert', 'vert', 'hori', 'hori']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,484669.1081,487405.9181,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,484669.1255,433538.5439,484669.0484,"New experiment",19,"dist_present",56,15,"yes","yes",1680,5.41397448717927,10.8559837179489,"more away","False","NR","NR","lp",NA,NA,NA,NA,0,4,"first",3,"NR","ex"
"18",74,74,74,1849.3784,22584.8955,101452.931,14,52,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,73,73,NA,NA,NA,0,1,1,NA,73,1,73,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",17,1,17,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,74,18,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'hori', 'vert', 'hori', 'vert']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,487435.5349,491214.4479,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,487435.5512,433538.5439,487435.4819,"New experiment",19,"dist_absent",56,19,"yes","yes",1680,-0.698275512820784,-5.05901628205112,"more toward","False","R","NR","hp",NA,NA,NA,NA,0,NA,"first",0,"NR","ex"
"19",75,75,75,1074.0288,23658.9243,102526.9598,15,53,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,74,74,NA,NA,NA,0,1,1,NA,74,1,74,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","6","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",18,1,18,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",0,75,19,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'vert', 'hori', 'hori', 'vert', 'hori', 'hori']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,491244.1208,494021.9801,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,491244.1378,433538.5439,491244.0679,"New experiment",19,"dist_present",56,47,"yes","yes",1680,-0.233900512820788,6.20260871794893,"more toward","False","NR","NR","hp",NA,NA,NA,NA,-3,2,"first",0,"R","in"
"20",76,76,76,2000.438,25659.3623,104527.3978,15,53,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,75,75,NA,NA,NA,0,1,1,NA,75,1,75,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",19,1,19,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,76,20,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'vert', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,494051.9375,497949.076,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,494051.954,433538.5439,494051.885,"New experiment",19,"dist_absent",56,29,"yes","no",1680,-17.3097755128207,10.4974837179489,"more away","False","NR","NR","lp",NA,"Left",NA,NA,-1,NA,"first",3,"NR","in"
"21",77,77,77,1279.8938,26939.2561,105807.2916,16,54,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,76,76,NA,NA,NA,0,1,1,NA,76,1,76,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","1","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",20,1,20,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,77,21,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'hori', 'vert', 'vert', 'hori', 'vert', 'vert']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,497978.8142,501190.612,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,497978.831,433538.5439,497978.7621,"New experiment",19,"dist_present",56,12,"yes","yes",1680,-7.90102551282075,22.6198587179489,"more away","False","NR","NR","lp","Left",NA,NA,NA,0,-1,"first",1,"NR","ex"
"22",78,78,78,1725.7847,28665.0408,107533.0763,17,55,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,77,77,NA,NA,NA,0,1,1,NA,77,1,77,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",21,1,21,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,78,22,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",6,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,501220.4505,504814.0463,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,501220.4676,433538.5439,501220.3973,"New experiment",19,"dist_present",56,78,"yes","yes",1680,-7.35252551282068,2.86660871794888,"more toward","False","NR","NR","hp",NA,NA,NA,NA,2,1,"first",0,"NR","in"
